Timestamp,Farm ID,Field,Latitude,Longitude,Soil Moisture (%),Soil Temp (°C),Soil pH,Soil EC (�S/cm),Leaf Wetness,Air Temp (�C),Humidity (%),Rainfall (mm),Light (Lux),Wind Speed (km/h),Solar Irradiance (W/m�),Solar Voltage (V),Solar Current (A),Energy Generated (kWh),Crop Stage,Crop Health,Disease Risk,Recommended Action
2025-07-02 13:00,FARM001,North Field,22.3747,73.1692,62,32.0,6.64,354,Wet,20.6,45,0,520,7.6,307,18.1,3.9,4.12,Flowering,Poor,Low,No action needed
2025-07-02 14:00,FARM001,North Field,22.3459,73.1842,17,25.9,6.73,521,Dry,25.4,47,5,724,7.4,602,18.1,3.7,1.72,Seedling,Moderate,Low,Check for pests
2025-07-02 15:00,FARM001,North Field,22.3331,73.1222,79,33.5,6.56,370,Wet,24.1,61,8,322,2.1,582,18.8,4.3,4.19,Flowering,Poor,High,Monitor humidity
2025-07-02 16:00,FARM001,North Field,22.3648,73.1595,50,26.0,4.85,498,Wet,34.0,44,1,501,5.8,777,16.9,3.6,4.98,Harvesting,Moderate,Medium,Monitor humidity
2025-07-02 17:00,FARM001,North Field,22.3395,73.1376,50,25.2,5.7,456,Wet,37.2,39,3,544,0.5,944,19.2,3.7,3.57,Vegetative,Poor,Low,Check for pests
2025-07-02 18:00,FARM001,North Field,22.3931,73.1341,59,31.3,6.94,353,Dry,33.3,76,1,223,6.6,753,17.2,3.0,2.07,Flowering,Poor,Medium,Apply fertilizer
2025-07-02 19:00,FARM001,North Field,22.3368,73.1713,61,27.1,7.38,389,Dry,32.4,62,10,585,8.8,246,16.8,4.7,2.57,Harvesting,Moderate,Medium,No action needed
2025-07-02 20:00,FARM001,North Field,22.3278,73.1323,12,32.1,5.2,414,Wet,23.0,79,6,408,5.5,458,19.2,3.4,3.57,Flowering,Moderate,Medium,Check for pests
2025-07-02 21:00,FARM001,North Field,22.3327,73.1276,35,26.5,5.76,366,Wet,36.2,56,5,513,3.6,657,17.6,4.3,4.85,Flowering,Moderate,Medium,Check for pests
2025-07-02 22:00,FARM001,North Field,22.3206,73.1313,50,34.0,5.31,407,Dry,30.6,50,6,290,9.8,688,17.0,4.1,2.72,Flowering,Moderate,Medium,Monitor humidity
2025-07-02 23:00,FARM001,North Field,22.361,73.1555,35,31.2,4.51,543,Dry,26.8,53,2,464,6.7,963,19.8,4.9,4.01,Harvesting,Good,High,Irrigate tomorrow
2025-07-03 00:00,FARM001,North Field,22.3177,73.1503,28,23.3,6.18,471,Dry,35.7,30,2,638,4.4,534,19.6,3.7,1.09,Harvesting,Poor,Medium,No action needed
2025-07-03 01:00,FARM001,North Field,22.3931,73.1165,55,30.6,7.3,331,Wet,39.6,37,6,495,3.3,136,19.5,4.6,2.09,Flowering,Poor,Medium,Irrigate tomorrow
2025-07-03 02:00,FARM001,North Field,22.355,73.1978,80,25.6,6.93,321,Dry,25.7,53,8,690,1.3,403,19.3,4.3,2.08,Seedling,Moderate,High,No action needed
2025-07-03 03:00,FARM001,North Field,22.3019,73.1527,75,30.2,5.07,513,Wet,22.6,43,10,333,3.0,757,18.1,3.6,1.46,Vegetative,Moderate,High,No action needed
2025-07-03 04:00,FARM001,North Field,22.3386,73.1438,90,21.3,6.0,411,Wet,35.7,66,2,564,1.0,169,16.2,4.2,4.97,Harvesting,Good,Low,Check for pests
2025-07-03 05:00,FARM001,North Field,22.3268,73.1828,89,28.9,7.23,527,Dry,39.0,64,1,470,2.4,363,19.5,4.2,2.21,Flowering,Good,Low,Check for pests
2025-07-03 06:00,FARM001,North Field,22.3594,73.18,39,27.5,6.56,479,Wet,31.5,34,4,460,3.6,724,17.7,3.4,4.54,Vegetative,Good,Medium,Check for pests
2025-07-03 07:00,FARM001,North Field,22.3957,73.1813,63,28.8,6.63,388,Wet,22.8,73,5,325,0.9,163,17.6,4.2,0.73,Seedling,Good,Low,Irrigate tomorrow
2025-07-03 08:00,FARM001,North Field,22.322,73.1212,12,32.2,4.75,483,Dry,22.4,73,8,311,2.9,788,16.1,3.4,1.53,Flowering,Moderate,Medium,Irrigate tomorrow
2025-07-03 09:00,FARM001,North Field,22.3493,73.1193,75,33.2,6.32,478,Dry,37.2,37,1,367,3.4,597,17.4,4.5,3.08,Harvesting,Moderate,High,Irrigate tomorrow
2025-07-03 10:00,FARM001,North Field,22.3627,73.1933,84,28.8,5.24,563,Wet,30.8,31,5,733,0.4,264,18.5,3.5,2.45,Vegetative,Moderate,Low,No action needed
2025-07-03 11:00,FARM001,North Field,22.3326,73.1174,22,27.1,4.75,425,Wet,27.5,68,2,646,4.4,785,17.5,4.2,3.8,Harvesting,Good,High,Irrigate tomorrow
2025-07-03 12:00,FARM001,North Field,22.3353,73.1835,73,27.0,5.59,538,Wet,22.9,58,3,292,4.5,502,17.8,3.2,2.77,Flowering,Good,Low,Apply fertilizer
2025-07-03 13:00,FARM001,North Field,22.3663,73.1544,79,33.0,6.49,598,Wet,36.6,72,6,222,3.1,464,18.8,3.2,1.03,Seedling,Moderate,Low,Check for pests
2025-07-03 14:00,FARM001,North Field,22.3515,73.1475,23,20.7,6.32,552,Wet,37.8,34,9,295,4.0,796,18.0,3.4,3.15,Seedling,Poor,Low,Apply fertilizer
2025-07-03 15:00,FARM001,North Field,22.3244,73.191,34,22.1,6.63,585,Dry,21.7,74,3,585,5.1,456,18.5,3.4,0.65,Flowering,Good,Medium,Check for pests
2025-07-03 16:00,FARM001,North Field,22.351,73.1505,27,31.4,5.47,438,Wet,35.6,38,0,465,1.2,700,19.9,4.6,4.55,Flowering,Poor,Medium,Check for pests
2025-07-03 17:00,FARM001,North Field,22.3015,73.1837,83,24.1,6.35,440,Wet,38.6,54,1,587,4.6,609,17.7,4.8,2.74,Flowering,Moderate,Low,Irrigate tomorrow
2025-07-03 18:00,FARM001,North Field,22.3777,73.1668,49,20.2,5.83,455,Dry,28.2,58,3,514,8.8,305,16.7,3.2,1.6,Seedling,Good,Medium,Irrigate tomorrow
2025-07-03 19:00,FARM001,North Field,22.3865,73.1542,22,33.9,7.07,566,Dry,30.9,40,2,679,1.6,744,18.2,3.9,4.19,Vegetative,Poor,Low,Check for pests
2025-07-03 20:00,FARM001,North Field,22.3979,73.1658,44,25.1,4.82,405,Dry,26.2,31,4,206,6.0,190,19.2,3.5,1.14,Flowering,Good,Low,Apply fertilizer
2025-07-03 21:00,FARM001,North Field,22.3207,73.1328,87,24.0,6.64,366,Wet,25.9,34,8,735,2.9,371,17.5,5.0,4.62,Flowering,Poor,Low,Check for pests
2025-07-03 22:00,FARM001,North Field,22.3873,73.1407,40,32.3,5.09,533,Wet,26.7,49,9,602,7.8,834,19.1,3.3,4.1,Seedling,Poor,High,Monitor humidity
2025-07-03 23:00,FARM001,North Field,22.3764,73.131,66,29.5,5.22,393,Wet,20.7,43,6,446,6.4,701,17.7,4.5,1.61,Vegetative,Moderate,High,Check for pests
2025-07-04 00:00,FARM001,North Field,22.3196,73.1219,73,31.5,6.36,324,Dry,37.6,66,8,771,6.2,521,16.1,3.4,3.92,Vegetative,Poor,Medium,Check for pests
2025-07-04 01:00,FARM001,North Field,22.3445,73.1605,43,29.8,7.45,573,Dry,24.4,61,10,707,2.5,391,17.0,3.6,4.56,Flowering,Good,Low,Apply fertilizer
2025-07-04 02:00,FARM001,North Field,22.3872,73.1231,52,26.6,6.36,483,Dry,27.0,37,6,540,4.0,790,17.9,4.0,4.51,Flowering,Poor,Medium,Irrigate tomorrow
2025-07-04 03:00,FARM001,North Field,22.3725,73.118,36,29.4,7.31,524,Dry,35.2,41,0,445,4.7,280,18.5,4.4,1.33,Seedling,Poor,High,Check for pests
2025-07-04 04:00,FARM001,North Field,22.3056,73.1651,44,29.0,5.75,305,Wet,35.0,45,8,287,1.4,967,16.7,3.6,2.32,Vegetative,Moderate,Medium,Check for pests
2025-07-04 05:00,FARM001,North Field,22.3928,73.1605,42,34.6,5.45,373,Dry,32.6,64,1,292,9.8,218,18.1,4.0,2.11,Harvesting,Poor,Medium,Check for pests
2025-07-04 06:00,FARM001,North Field,22.322,73.1849,77,30.0,7.03,326,Dry,32.3,71,10,219,9.7,643,20.0,3.2,4.31,Harvesting,Good,Medium,No action needed
2025-07-04 07:00,FARM001,North Field,22.3389,73.1697,24,33.2,7.44,334,Wet,33.9,38,0,217,2.8,880,16.4,3.7,4.47,Flowering,Moderate,Medium,Apply fertilizer
2025-07-04 08:00,FARM001,North Field,22.3302,73.1975,23,27.1,4.67,459,Wet,36.5,61,2,345,0.2,346,19.6,4.3,3.62,Seedling,Good,Low,Apply fertilizer
2025-07-04 09:00,FARM001,North Field,22.3397,73.1208,15,34.7,5.46,581,Dry,37.5,46,1,286,4.3,326,19.4,4.7,1.45,Seedling,Good,Medium,Monitor humidity
2025-07-04 10:00,FARM001,North Field,22.328,73.1602,60,30.4,7.35,369,Dry,26.4,59,3,573,6.6,272,17.2,4.9,3.12,Seedling,Poor,Low,Apply fertilizer
2025-07-04 11:00,FARM001,North Field,22.3004,73.1553,78,23.5,6.98,428,Wet,22.3,72,0,735,2.4,674,16.4,4.8,1.57,Vegetative,Good,Medium,Irrigate tomorrow
2025-07-04 12:00,FARM001,North Field,22.3646,73.1626,58,29.4,5.82,575,Dry,38.3,50,2,565,4.1,738,19.1,4.7,3.74,Seedling,Poor,Low,Monitor humidity
2025-07-04 13:00,FARM001,North Field,22.3479,73.1109,48,29.3,5.43,557,Dry,38.3,68,7,779,9.7,744,17.2,3.8,2.5,Seedling,Moderate,Low,Apply fertilizer
2025-07-04 14:00,FARM001,North Field,22.3887,73.1511,44,21.3,6.31,424,Wet,35.9,78,10,673,9.4,157,16.7,3.3,3.4,Harvesting,Good,High,Monitor humidity
2025-07-04 15:00,FARM001,North Field,22.3495,73.1514,44,27.7,7.34,371,Dry,21.7,51,9,211,3.8,559,16.6,3.7,2.45,Vegetative,Moderate,Low,No action needed
2025-07-04 16:00,FARM001,North Field,22.3546,73.1024,64,26.4,7.32,580,Wet,23.0,79,9,403,2.8,136,16.7,4.4,1.34,Flowering,Moderate,Low,Irrigate tomorrow
2025-07-04 17:00,FARM001,North Field,22.3886,73.1577,53,22.7,4.7,537,Dry,24.2,64,9,451,5.1,517,17.3,4.8,4.63,Flowering,Good,Medium,Monitor humidity
2025-07-04 18:00,FARM001,North Field,22.3508,73.1047,61,26.7,4.75,449,Wet,28.0,55,6,673,0.2,292,17.1,4.8,0.69,Vegetative,Good,Medium,Apply fertilizer
2025-07-04 19:00,FARM001,North Field,22.3753,73.1129,81,30.6,6.27,335,Wet,26.0,79,7,737,1.9,862,17.7,3.8,1.8,Seedling,Poor,High,Apply fertilizer
2025-07-04 20:00,FARM001,North Field,22.3888,73.148,28,29.0,5.78,349,Dry,24.3,64,10,619,7.3,720,17.1,4.8,1.68,Flowering,Poor,High,Monitor humidity
2025-07-04 21:00,FARM001,North Field,22.3239,73.1863,71,29.7,5.43,518,Wet,33.5,40,8,489,5.5,463,16.5,4.3,2.66,Flowering,Poor,High,Irrigate tomorrow
2025-07-04 22:00,FARM001,North Field,22.3399,73.1159,49,20.1,7.09,458,Wet,21.7,43,2,547,9.3,127,17.4,4.1,2.65,Flowering,Moderate,Medium,Apply fertilizer
2025-07-04 23:00,FARM001,North Field,22.3024,73.1762,76,32.9,6.59,314,Wet,34.9,52,3,650,7.3,977,19.6,4.1,4.72,Seedling,Moderate,Medium,Check for pests
2025-07-05 00:00,FARM001,North Field,22.3704,73.1428,51,34.3,6.31,574,Dry,33.5,44,5,767,7.1,934,18.2,4.0,1.25,Flowering,Good,Medium,Irrigate tomorrow
2025-07-05 01:00,FARM001,North Field,22.3376,73.1846,19,28.4,5.73,352,Dry,21.4,80,9,587,7.6,453,18.5,3.2,2.76,Harvesting,Good,Low,Irrigate tomorrow
2025-07-05 02:00,FARM001,North Field,22.306,73.1172,74,30.8,7.38,446,Dry,23.8,56,5,758,5.9,683,18.0,4.2,4.96,Harvesting,Moderate,High,No action needed
2025-07-05 03:00,FARM001,North Field,22.3686,73.1154,83,24.1,5.5,307,Wet,23.2,60,4,630,0.8,448,16.5,3.1,2.68,Vegetative,Moderate,High,Monitor humidity
2025-07-05 04:00,FARM001,North Field,22.3606,73.1977,84,26.3,6.88,327,Dry,23.0,47,5,765,2.2,606,19.7,3.2,4.79,Harvesting,Moderate,Medium,Monitor humidity
2025-07-05 05:00,FARM001,North Field,22.3263,73.1154,30,34.5,5.29,309,Dry,32.1,39,6,599,7.1,424,18.7,4.1,1.61,Vegetative,Moderate,Low,Check for pests
2025-07-05 06:00,FARM001,North Field,22.3712,73.1033,71,29.6,7.05,340,Wet,34.0,55,1,646,2.5,823,18.9,3.5,0.61,Flowering,Moderate,Medium,Irrigate tomorrow
2025-07-05 07:00,FARM001,North Field,22.3113,73.1496,20,33.4,5.43,599,Dry,27.6,37,8,495,6.9,807,18.5,3.9,3.12,Flowering,Good,Low,Check for pests
2025-07-05 08:00,FARM001,North Field,22.3414,73.1787,35,27.6,6.22,407,Wet,21.6,51,0,544,1.2,804,17.7,5.0,3.01,Harvesting,Moderate,Low,Check for pests
2025-07-05 09:00,FARM001,North Field,22.3923,73.1195,68,24.8,5.15,445,Dry,36.4,46,2,208,1.1,260,18.0,3.3,4.29,Flowering,Moderate,Medium,Apply fertilizer
2025-07-05 10:00,FARM001,North Field,22.3357,73.1693,38,28.2,5.93,359,Wet,29.4,63,0,588,6.4,292,17.2,3.2,3.49,Seedling,Good,High,No action needed
2025-07-05 11:00,FARM001,North Field,22.3857,73.1164,49,27.5,5.46,502,Dry,37.9,48,4,637,9.5,573,16.0,4.5,0.92,Flowering,Poor,Medium,No action needed
2025-07-05 12:00,FARM001,North Field,22.3185,73.1862,23,23.3,7.29,453,Wet,36.1,44,9,310,1.0,244,19.0,4.3,2.19,Vegetative,Good,Medium,No action needed
2025-07-05 13:00,FARM001,North Field,22.3281,73.1278,58,29.5,6.07,304,Dry,26.2,32,3,412,9.1,708,19.8,3.9,1.89,Vegetative,Poor,Low,No action needed
2025-07-05 14:00,FARM001,North Field,22.3033,73.1793,65,23.2,6.62,392,Wet,30.2,52,0,357,0.6,596,17.1,4.8,0.56,Vegetative,Moderate,High,Monitor humidity
2025-07-05 15:00,FARM001,North Field,22.3827,73.1086,74,26.2,6.28,349,Wet,34.6,44,8,408,6.1,222,18.2,4.4,1.78,Seedling,Good,High,Irrigate tomorrow
2025-07-05 16:00,FARM001,North Field,22.3932,73.1743,31,28.2,6.69,555,Wet,31.8,70,5,519,1.0,814,19.3,4.0,3.33,Seedling,Moderate,Medium,Monitor humidity
2025-07-05 17:00,FARM001,North Field,22.3018,73.107,76,25.9,6.15,561,Dry,26.7,32,9,550,0.4,406,18.4,4.7,2.7,Seedling,Moderate,High,Check for pests
2025-07-05 18:00,FARM001,North Field,22.3179,73.1652,18,33.6,5.92,347,Dry,28.0,58,9,690,2.4,548,19.1,3.9,1.64,Flowering,Poor,Medium,Monitor humidity
2025-07-05 19:00,FARM001,North Field,22.3399,73.1926,17,34.8,6.67,425,Wet,20.7,53,6,202,4.0,801,19.5,3.3,3.21,Harvesting,Good,Low,Check for pests
2025-07-05 20:00,FARM001,North Field,22.3994,73.1191,11,22.1,7.06,552,Wet,27.6,71,0,552,1.8,870,19.1,4.9,3.89,Vegetative,Good,Medium,Check for pests
2025-07-05 21:00,FARM001,North Field,22.3691,73.1863,31,22.2,4.7,493,Wet,31.0,67,9,514,0.4,627,18.4,4.8,3.8,Harvesting,Poor,High,Check for pests
2025-07-05 22:00,FARM001,North Field,22.3076,73.1248,32,29.7,4.79,479,Wet,30.7,60,9,251,1.2,423,16.5,4.3,0.79,Vegetative,Poor,High,Monitor humidity
2025-07-05 23:00,FARM001,North Field,22.3309,73.1927,24,23.7,7.25,488,Wet,29.4,78,10,413,7.6,941,19.8,3.4,0.62,Seedling,Good,High,Irrigate tomorrow
2025-07-06 00:00,FARM001,North Field,22.3392,73.1395,62,29.1,6.99,400,Dry,33.8,32,2,243,6.2,912,16.4,3.3,1.01,Vegetative,Poor,Medium,Check for pests
2025-07-06 01:00,FARM001,North Field,22.3441,73.1499,60,26.6,5.49,556,Wet,37.7,72,3,542,3.4,937,18.3,4.9,2.33,Seedling,Poor,High,No action needed
2025-07-06 02:00,FARM001,North Field,22.3087,73.1855,88,33.4,7.2,415,Dry,39.4,65,3,741,5.5,843,16.5,4.4,1.52,Harvesting,Good,Medium,Irrigate tomorrow
2025-07-06 03:00,FARM001,North Field,22.3926,73.1844,76,33.7,7.2,459,Wet,28.6,51,2,677,2.3,768,17.5,3.9,3.74,Seedling,Moderate,High,No action needed
2025-07-06 04:00,FARM001,North Field,22.303,73.1159,37,21.4,6.02,393,Dry,39.3,61,0,628,3.1,525,17.8,3.2,2.41,Harvesting,Poor,Medium,Check for pests
2025-07-06 05:00,FARM001,North Field,22.3564,73.1899,49,32.0,5.32,424,Wet,23.9,43,0,299,7.9,225,19.4,3.3,0.68,Flowering,Moderate,Medium,Apply fertilizer
2025-07-06 06:00,FARM001,North Field,22.3383,73.1079,21,34.5,4.66,409,Dry,37.3,79,7,648,1.3,704,19.7,3.6,4.72,Seedling,Poor,High,Irrigate tomorrow
2025-07-06 07:00,FARM001,North Field,22.3804,73.1436,45,28.5,6.0,531,Dry,27.0,72,0,744,0.2,934,17.4,4.8,3.94,Seedling,Moderate,Low,Monitor humidity
2025-07-06 08:00,FARM001,North Field,22.381,73.1496,15,34.6,6.91,529,Wet,33.8,71,6,380,8.0,403,17.7,4.6,4.76,Vegetative,Moderate,High,Monitor humidity
2025-07-06 09:00,FARM001,North Field,22.3388,73.1402,43,29.6,6.9,450,Dry,26.8,51,5,542,0.6,283,17.3,4.7,2.97,Flowering,Moderate,High,Monitor humidity
2025-07-06 10:00,FARM001,North Field,22.3999,73.1604,17,27.3,4.55,317,Dry,21.3,31,6,765,9.7,995,19.4,4.2,2.77,Flowering,Moderate,Medium,Monitor humidity
2025-07-06 11:00,FARM001,North Field,22.3713,73.1196,18,31.4,6.45,337,Dry,25.3,57,6,202,0.8,953,18.4,4.6,3.85,Flowering,Moderate,Medium,Irrigate tomorrow
2025-07-06 12:00,FARM001,North Field,22.3435,73.1119,69,24.7,5.12,394,Wet,33.2,42,7,605,6.6,776,16.4,4.5,1.42,Harvesting,Moderate,Low,No action needed
2025-07-06 13:00,FARM001,North Field,22.3102,73.1012,61,28.9,5.17,542,Wet,39.3,76,0,470,8.6,302,18.6,4.3,3.74,Harvesting,Good,Low,Check for pests
2025-07-06 14:00,FARM001,North Field,22.3676,73.1952,46,32.7,4.98,353,Dry,36.2,47,2,407,9.8,529,18.8,4.4,4.88,Seedling,Moderate,High,Apply fertilizer
2025-07-06 15:00,FARM001,North Field,22.366,73.1346,10,31.7,6.46,568,Wet,36.1,80,7,717,1.0,648,19.7,4.4,4.9,Flowering,Good,High,Check for pests
2025-07-06 16:00,FARM001,North Field,22.3138,73.1922,45,25.5,6.78,600,Wet,33.6,78,10,578,4.5,917,18.5,4.7,4.49,Harvesting,Poor,High,Check for pests
2025-07-06 17:00,FARM001,North Field,22.3885,73.1259,66,28.9,6.58,476,Dry,28.5,74,10,384,8.4,530,18.8,3.6,4.12,Harvesting,Moderate,High,Monitor humidity
2025-07-06 18:00,FARM001,North Field,22.349,73.1207,59,34.3,6.43,371,Dry,21.1,74,7,694,5.8,333,16.6,3.1,2.24,Vegetative,Poor,Low,Monitor humidity
2025-07-06 19:00,FARM001,North Field,22.3447,73.1385,72,25.5,6.67,330,Dry,36.9,54,7,679,6.1,543,18.0,3.2,4.54,Flowering,Moderate,High,Apply fertilizer
2025-07-06 20:00,FARM001,North Field,22.3937,73.1655,32,24.0,5.74,529,Dry,27.8,58,4,370,2.7,734,18.1,3.0,4.92,Seedling,Moderate,High,Monitor humidity
2025-07-06 21:00,FARM001,North Field,22.3905,73.1091,85,32.5,5.55,504,Dry,33.4,74,1,362,4.9,521,18.0,4.9,3.57,Seedling,Poor,High,Check for pests
2025-07-06 22:00,FARM001,North Field,22.3896,73.1949,47,26.4,5.77,492,Dry,36.6,37,6,569,3.7,556,16.8,4.1,4.96,Seedling,Moderate,Low,Monitor humidity
2025-07-06 23:00,FARM001,North Field,22.3918,73.1426,84,31.3,5.65,424,Wet,32.3,33,3,543,2.9,663,19.6,4.8,0.74,Seedling,Moderate,Low,Apply fertilizer
2025-07-07 00:00,FARM001,North Field,22.3348,73.1238,19,23.2,5.37,417,Dry,36.3,43,0,359,7.0,957,17.6,4.8,3.85,Harvesting,Poor,High,Check for pests
2025-07-07 01:00,FARM001,North Field,22.3983,73.1348,41,28.2,6.23,325,Dry,25.5,70,10,607,3.6,343,18.7,4.4,2.72,Seedling,Moderate,Low,Irrigate tomorrow
2025-07-07 02:00,FARM001,North Field,22.3059,73.1544,71,21.9,4.59,384,Dry,35.0,45,7,640,3.9,877,16.8,3.1,4.78,Flowering,Moderate,High,Monitor humidity
2025-07-07 03:00,FARM001,North Field,22.3429,73.1816,75,29.3,5.57,306,Dry,30.3,47,9,719,9.8,109,18.5,3.1,4.81,Flowering,Good,High,Apply fertilizer
2025-07-07 04:00,FARM001,North Field,22.311,73.1221,20,21.8,4.8,412,Dry,26.0,65,10,630,3.2,770,16.5,4.7,1.97,Flowering,Moderate,Medium,Monitor humidity
2025-07-07 05:00,FARM001,North Field,22.3119,73.1747,10,20.7,6.63,419,Dry,26.1,60,8,665,1.3,259,17.3,3.2,3.07,Seedling,Moderate,Low,No action needed
2025-07-07 06:00,FARM001,North Field,22.382,73.1649,14,34.0,7.21,328,Dry,23.6,31,7,481,5.8,583,19.0,5.0,3.77,Harvesting,Moderate,High,No action needed
2025-07-07 07:00,FARM001,North Field,22.3211,73.1562,68,27.2,6.7,319,Wet,29.5,37,5,653,1.6,242,18.8,3.8,1.36,Flowering,Poor,Medium,Irrigate tomorrow
2025-07-07 08:00,FARM001,North Field,22.3946,73.1068,50,32.0,6.91,313,Dry,26.4,48,9,437,2.0,679,17.1,3.8,2.98,Vegetative,Good,Medium,Check for pests
